index,R_C,R_WS,a_WS,V_so
0,2.8982527628443755,2.565391000409685,0.6754381816403578,2.465080342120064
1,2.3599717638759796,2.801892496406621,0.8897778873251703,7.832881848457264
2,2.6668069253092495,2.6322969289205242,0.4988655632972562,6.285243881068387
3,2.2819308521468553,2.994669119050401,0.5990631040505227,7.0989570340367285
4,2.466640176235612,2.7683642412233267,0.8175684183145051,6.373518962359023
5,2.19569955351927,2.7874868224155946,0.6899365463523816,3.2922990400543375
6,2.613016446071943,2.7438506728007144,0.7166350177498825,4.673251561095481
7,2.7790631399556007,2.835370671567169,0.6118973226328287,3.5297119309903744
8,2.8267969834357527,2.0238911046882344,0.7808419862315024,5.615389750708797
9,2.6760525306163676,2.041429819080108,0.4774013380107398,4.193299248245738
10,2.771164422195735,2.8770904090230993,0.5484455627571381,3.705370021202162
11,2.1122683065734558,2.6578663774746447,0.4846584919313364,7.223307193343171
12,2.9971308237268497,2.4308895477900148,0.8965611728884413,6.324788021899595
13,2.0373276839479684,2.1552188010438056,0.4481698719916087,3.2392638298895355
14,2.37621888703599,2.410931851430609,0.5902626747660358,2.845535816824124
15,2.066689652763943,2.474960704095049,0.8627311658332508,6.307221627160731
16,2.618722230508617,2.406657094134135,0.6919656332361482,6.243044993483652
17,2.6047806944623315,2.108088342322319,0.5751913550784218,3.0492398103568927
18,2.3381396744230476,2.6535926428387895,0.8101445105352642,7.002573659657376
19,2.035943753175929,2.105163126525771,0.49550228991759676,6.897743897810209
20,2.82390199033984,2.9096436823755965,0.8852203020536834,2.8905796424445267
21,2.175944067909005,2.813316337568696,0.7220993439595653,4.081582023739852
22,2.732081123275363,2.3804783195387724,0.8061480783237869,3.9272893288741537
23,2.394780312010891,2.3593944969730245,0.6902823336876941,3.636536094324561
24,2.4345554989802265,2.294738560770983,0.5817532968456527,6.931744894033082
25,2.7626043904597695,2.725988400804267,0.6221463415844563,3.7855877352177956
26,2.0113539891224668,2.8808840838823553,0.510627603527257,4.0350352338282995
27,2.4754478555748887,2.203043679984431,0.6476290962313479,6.1948982718034085
28,2.663405687547231,2.036073651465913,0.6050313121773387,2.1459459791031947
29,2.9717670806413388,2.6362257426046263,0.5280526081586492,5.077900038171969
30,2.2235341030770095,2.05025573640533,0.5711683128514506,5.461147159053905
31,2.0737555002036623,2.553572831739216,0.8094773736926069,5.324567025921867
32,2.888599722386715,2.400618721942033,0.6458350971937155,6.888907265748893
33,2.5249396739876584,2.0069933951899013,0.8380245085831493,7.0593414205347
34,2.266744974002556,2.185167627388941,0.5940594679973153,3.9111431370261256
35,2.421795216833166,2.348360540210943,0.8593107627347705,5.022242118092203
36,2.1571777278356903,2.2855209427921253,0.820254864259733,4.912392947660223
37,2.213445948360641,2.278481364253581,0.7918928475848158,5.6960268386850474
38,2.2693992242334797,2.2552988102739424,0.7535379324353682,7.747129871699039
39,2.4553130281774376,2.318490106623692,0.7905064281460288,5.29635320387089
40,2.614086234689969,2.245749419481273,0.5366929310226614,5.719848041869879
41,2.0529047052817218,2.135605674298166,0.6806557517965817,6.956007034105723
42,2.4105085008862774,2.6924149057783042,0.7780300564473157,6.0397775961176325
43,2.26566524282023,2.0708196254445683,0.5270553991970702,4.135988077272951
44,2.124510883423498,2.493028349250981,0.6566376825527258,7.794431579386943
45,2.5329023827165686,2.7721430732377415,0.6154202944309899,6.216239178428566
46,2.104738218396097,2.1206998477829835,0.46054724033782557,6.984152884992439
47,2.4624660248922967,2.992886845446523,0.8438643502265906,4.439399171255756
48,2.304299051726783,2.740500904651573,0.7853003863274133,5.601325118666328
49,2.295566556986497,2.7107770057414484,0.576028824813558,3.0952225402119065
50,2.937659220983544,2.8631290673743472,0.715912770957879,7.3066460777102975
51,2.6115374746498405,2.443001784646257,0.7743886438688633,6.64802267939007
52,2.748797670005211,2.791522802493594,0.5194018262047837,7.5225496271798775
53,2.98068707461925,2.103791406274117,0.7490518500189853,5.240949473837178
54,2.186170052357096,2.7302773206496567,0.5978376084835755,7.658971556344172
55,2.6393449009555687,2.5480036266891974,0.7186360603806075,2.1729794697893183
56,2.5360752594931677,2.091416880801238,0.5743158058187362,2.3757203485524934
57,2.833524337570741,2.8726199016608147,0.6137823508357659,6.125390304800569
58,2.0060087030696523,2.5570443637650877,0.8303380235487035,6.815649375086022
59,2.118428729285927,2.5186847536526056,0.4970589985393215,3.6900894080834847
60,2.5760459885578944,2.8976853754328182,0.7217834906345302,4.796285552077921
61,2.954453702194061,2.3348136247006077,0.6695910773775653,4.298632106001482
62,2.583538037560899,2.5934710089963238,0.5419214847228552,7.1062068141856765
63,2.671828476012032,2.9053421485025774,0.6616597971021543,5.545245762690435
64,2.6840627667654218,2.3013077637539223,0.5444418714000957,2.728089993491972
65,2.9276853042567357,2.343133899501857,0.4808180604368171,5.694139820175699
66,2.930660622943731,2.305109715340121,0.41267501815423957,4.046242177886709
67,2.9298931819653937,2.322652732637941,0.5796431495126622,4.274974439908383
68,2.3427147822644945,2.238954314860866,0.6550734202989958,5.779232337077736
69,2.443055479472295,2.732811931403929,0.854786372794951,6.065627827308829
70,2.1365769039437943,2.6420434200141,0.751074520811013,6.385500674704778
71,2.730855311967374,2.5823495318169876,0.8199701517061079,2.682623204180973
72,2.5111754292230595,2.950390755726655,0.7088051849120252,6.20075889870367
73,2.3694614803489835,2.5211026922247775,0.5549707624556521,7.8296125965501835
74,2.9432340988079746,2.015765093430552,0.8354194618879136,5.731231446715743
75,2.2103775603321045,2.94129304865998,0.49190187002800295,2.292599351472825
76,2.941078073768503,2.206802074635683,0.7999871893855259,6.459246776608802
77,2.044745914695948,2.168481356983581,0.7452288027760874,4.83171629612749
78,2.498019705653716,2.180261012372027,0.6934595413243203,6.342734233390547
79,2.806204535940502,2.5307816223774253,0.618664926800452,3.630845219525929
80,2.0998681756448447,2.998850673667902,0.7342307992674852,4.6093696473381645
81,2.143179207993682,2.5956957525836595,0.6502146130482295,2.0660273055225837
82,2.086346248108604,2.698102317395992,0.4787808495016574,6.164938240192268
83,2.842000318709536,2.488960195413273,0.7417910550849737,7.198288892655655
84,2.4448251671605825,2.0216291019245705,0.6595198442495542,7.8775100432168585
85,2.0824906448504237,2.1155026174525893,0.8732000853518496,3.062409989744116
86,2.3705497583812565,2.8716251854139543,0.580076370939913,3.399412138017535
